ax,ay,az,mgx,mgy,mgz,RotX,RotY,RotZ,ts
0.7523915767669678,-0.17083457112312317,-9.7632474899292,0.20846796035766602,0.09755229949951172,1.0620007514953613,-0.00043734911014325917,0.0024421140551567078,-0.0012297184439375997,22:29:00.862
0.7441851496696472,-0.16320541501045227,-9.787203788757324,0.2151193618774414,0.10196113586425781,1.0629966259002686,-0.0020928685553371906,0.0026753179263323545,0.0013561920495703816,22:29:00.872
0.7383967041969299,-0.177046999335289,-9.80121898651123,0.20847105979919434,0.09755539894104004,1.061028003692627,-0.0035148116294294596,0.0035563483834266663,0.00028703364660032094,22:29:00.882
0.7328243255615234,-0.15970061719417572,-9.761987686157227,0.21520376205444336,0.09805083274841309,1.0664036273956299,-0.003952160943299532,0.002679042750969529,-0.0024065375328063965,22:29:00.892
0.7472943663597107,-0.16478390991687775,-9.755313873291016,0.20850229263305664,0.09608840942382812,1.062488079071045,-0.000632554292678833,0.002448819810524583,-0.00039711600402370095,22:29:00.902
0.7423536777496338,-0.16744206845760345,-9.811239242553711,0.21272921562194824,0.1004786491394043,1.0663938522338867,-0.0013463200302794576,0.0028150156140327454,0.0002233311242889613,22:29:00.912
0.7339467406272888,-0.14934149384498596,-9.788054466247559,0.2113628387451172,0.09755992889404297,1.0629844665527344,-0.0008802860975265503,0.0017529354663565755,-0.0001609325408935547,22:29:00.922
0.7277630567550659,-0.16015613079071045,-9.77001667022705,0.21466422080993652,0.10048937797546387,1.0654280185699463,0.0011334195733070374,0.0015100464224815369,-0.002324581379070878,22:29:00.932
0.7252108454704285,-0.16136448085308075,-9.772115707397461,0.2104506492614746,0.09561324119567871,1.0610361099243164,0.0008659437298774719,0.001390092191286385,-0.001420825719833374,22:29:00.942
0.7300141453742981,-0.16448116302490234,-9.792200088500977,0.21181416511535645,0.09852886199951172,1.065418004989624,-0.004176422953605652,0.002227165037766099,-0.00165551935788244,22:29:00.952
0.737515389919281,-0.16906020045280457,-9.803436279296875,0.2099313735961914,0.0965733528137207,1.0649256706237793,-0.0015079976292327046,0.0022882595658302307,0.00031758102704770863,22:29:00.962
0.7408300638198853,-0.16798941791057587,-9.769015312194824,0.21466732025146484,0.10049247741699219,1.0644550323486328,-0.002286955714225769,0.0031577423214912415,0.00034738329122774303,22:29:00.972
0.7279508709907532,-0.17230066657066345,-9.776759147644043,0.20945310592651367,0.09657621383666992,1.0634641647338867,0.0008916482329368591,0.001436658320017159,-0.0011213123798370361,22:29:00.982
0.724696159362793,-0.1685248762369156,-9.7838134765625,0.21319317817687988,0.10145998001098633,1.0649356842041016,-0.0028587880078703165,0.004391558468341827,-0.002707540988922119,22:29:00.992
0.7326135635375977,-0.16723056137561798,-9.790849685668945,0.21046829223632812,0.09463214874267578,1.0629820823669434,-0.003499910468235612,0.003196112811565399,-0.0023402271326631308,22:29:01.002
0.7255555391311646,-0.17683939635753632,-9.774951934814453,0.21518301963806152,0.0990290641784668,1.0654301643371582,-0.005349144339561462,0.00395607203245163,-0.0004533678002189845,22:29:01.012
0.7329499125480652,-0.1583898961544037,-9.772192001342773,0.20752263069152832,0.09657049179077148,1.0629708766937256,-0.002905726432800293,0.0008167699561454356,-0.0007685273885726929,22:29:01.022
0.7535717487335205,-0.16585588455200195,-9.790291786193848,0.2132868766784668,0.09755945205688477,1.0654237270355225,-0.0002767890691757202,0.002133660251274705,-0.0011488796444609761,22:29:01.032
0.7548878788948059,-0.17335087060928345,-9.780326843261719,0.2104015350341797,0.09756112098693848,1.0615215301513672,-0.0037811698857694864,0.002764723729342222,-0.0027693805750459433,22:29:01.042
0.7668917775154114,-0.15460063517093658,-9.775747299194336,0.21466588973999023,0.10049080848693848,1.064941644668579,-0.0013194979401305318,0.0015696511836722493,-0.0013023614883422852,22:29:01.052
0.7377450466156006,-0.154142364859581,-9.784757614135742,0.2089853286743164,0.09609007835388184,1.0624899864196777,-0.004100054502487183,0.0033313410822302103,-0.001531839370727539,22:29:01.062
0.7336755394935608,-0.16524530947208405,-9.781464576721191,0.21468496322631836,0.09951138496398926,1.066401481628418,-0.002713501453399658,0.0027356671635061502,-0.0015500934096053243,22:29:01.072
0.7409458160400391,-0.1596534103155136,-9.787060737609863,0.20995116233825684,0.09609389305114746,1.0624935626983643,-0.0033486634492874146,0.0021154063288122416,-0.0013023612555116415,22:29:01.082
0.7235679626464844,-0.16470862925052643,-9.79259967803955,0.21565580368041992,0.09951972961425781,1.0649454593658447,-0.006101652048528194,0.0033507123589515686,-0.0018373132916167378,22:29:01.092
0.7305452823638916,-0.163404643535614,-9.779607772827148,0.2103865146636963,0.09804534912109375,1.0624942779541016,-0.0038400294724851847,0.002538598608225584,-0.0018324704142287374,22:29:01.102
0.7447808980941772,-0.17134349048137665,-9.78407096862793,0.21316313743591309,0.10242843627929688,1.0668809413909912,-0.002542138332501054,0.003953835926949978,-0.0020820642821490765,22:29:01.112
0.7253478169441223,-0.16169287264347076,-9.772592544555664,0.20895981788635254,0.09706330299377441,1.0629758834838867,-0.0006601213244721293,0.0009780750842764974,-0.0005036592483520508,22:29:01.122
0.7297489047050476,-0.15696904063224792,-9.789811134338379,0.21323919296264648,0.09950900077819824,1.0654230117797852,-0.002715364331379533,0.0024033712688833475,-0.0003002583980560303,22:29:01.132
0.7473216652870178,-0.17692036926746368,-9.785839080810547,0.2094745635986328,0.09609842300415039,1.0605456829071045,-0.002178177237510681,0.0018926338525488973,-0.0023327767848968506,22:29:01.142
0.7501009702682495,-0.16320738196372986,-9.787235260009766,0.21470308303833008,0.0990304946899414,1.064455509185791,-0.0006448478088714182,0.0012462958693504333,-0.002189725637435913,22:29:01.152
0.7438151836395264,-0.156930074095726,-9.775572776794434,0.20950555801391602,0.09463167190551758,1.0620055198669434,-0.0019293279619887471,0.0028582289814949036,-0.002293661469593644,22:29:01.162
0.7433198690414429,-0.159396231174469,-9.78359317779541,0.2141871452331543,0.09999370574951172,1.0673723220825195,3.445893889875151e-05,0.00037159767816774547,-0.0010553747415542603,22:29:01.172
0.7615576386451721,-0.16955207288265228,-9.77287769317627,0.21086621284484863,0.09804368019104004,1.0634686946868896,-0.001074746367521584,0.0011255964636802673,-0.002552196616306901,22:29:01.182
0.7472849488258362,-0.15938949584960938,-9.781944274902344,0.21469855308532715,0.09902572631835938,1.0659148693084717,-0.0018570572137832642,0.0027732925955206156,-0.00032149258186109364,22:29:01.192
0.7568475604057312,-0.16960498690605164,-9.792057991027832,0.20900177955627441,0.09560751914978027,1.0610308647155762,-0.0016514213057234883,0.002189911436289549,9.741634858073667e-05,22:29:01.202
0.7302759885787964,-0.1566416323184967,-9.791733741760254,0.21326875686645508,0.09804034233093262,1.0673694610595703,-0.00035241246223449707,0.002224184572696686,-0.0017199666472151875,22:29:01.212
