-3.199156924952636473e+04,-1.692085253715235740e+04
-2.448851909805904143e+04,-1.692114550590235740e+04
-2.404992893965612166e+04,-1.692146581840235740e+04
3.408301408334868029e+03,-1.692143066215235740e+04
-2.749153440462145954e+04,-1.691707519340235740e+04
-3.153091654197964817e+04,-1.691813769340235740e+04
1.083868784524430521e+04,-1.691815331840235740e+04
-2.291044215856562369e+04,-1.691911034965235740e+04
-7.736404358730418608e+03,-1.691886425590235740e+04
-2.919764878307352774e+04,-1.691580566215235740e+04
-2.852363214723835699e+04,-1.691878222465235740e+04
1.581754705591429956e+04,-1.692164550590235740e+04
-2.198215520755853504e+03,-1.692348534965235740e+04
